step,token_id,token_str,logprob,surprisal,entropy,margin,top5_ids,top5_tokens,top5_logprobs
325,11937,Ġherself,0.0,-0.0,-0.0,1.0,"[11937, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġherself', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
326,2403,Ġagainst,-0.4464031457901001,0.4464031457901001,0.8829244375228882,0.4002687335014343,"[2403, 505, 323, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]","['Ġagainst', 'Ġfrom', 'Ġand', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O']","[-0.4464031755924225, -1.4285465478897095, -2.1167924404144287, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
327,8603,Ġforces,-0.7790454626083374,0.7790454626083374,1.313250184059143,0.11556893587112427,"[8603, 9987, 64233, 8147, 1884, 54829, 459, 279, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]","['Ġforces', 'Ġunknown', 'Ġunseen', 'Ġpowerful', 'Ġthose', 'Ġformidable', 'Ġan', 'Ġthe', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']","[-0.7790454626083374, -1.0692238807678223, -2.3192238807678223, -2.9888670444488525, -3.758955240249634, -4.540205478668213, -4.782022953033447, -4.986633777618408, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
328,7953,Ġbeyond,-0.5652567744255066,0.5652567744255066,1.5458307266235352,0.4226100444793701,"[7953, 11125, 63614, 30280, 430, 7537, 11075, 3318, 83075, 10032, 4560, 16625, 9987, 15123, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]","['Ġbeyond', 'Ġseeking', 'Ġmanipulating', 'Ġbent', 'Ġthat', 'Ġintent', 'Ġdetermined', 'Ġworking', 'Ġlurking', 'Ġwilling', 'Ġtrying', 'Ġdriven', 'Ġunknown', 'Ġhell', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D']","[-0.5652567744255066, -1.9268633127212524, -2.473738193511963, -2.931328535079956, -3.035494565963745, -3.7460598945617676, -3.779541492462158, -4.237131595611572, -4.627756595611572, -4.817488193511963, -5.0072197914123535, -5.174631595611572, -5.297399997711182, -5.420166492462158, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
329,279,Ġthe,-2.3700978755950928,2.3700978755950928,1.4461352825164795,0.3848940134048462,"[3823, 49972, 62194, 1077, 279, 2585, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]","['Ġhuman', 'Ġmortal', 'Ġcomprehension', 'Ġher', 'Ġthe', 'Ġcontrol', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L']","[-0.6736695170402527, -2.0799195766448975, -2.0799195766448975, -2.1840875148773193, -2.3700978755950928, -3.374561071395874, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
330,23546,Ġboundaries,-2.2346413135528564,2.2346413135528564,1.4509493112564087,0.4899377226829529,"[59355, 23546, 49972, 2383, 19664, 5662, 22651, 8830, 77563, 25501, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","['Ġveil', 'Ġboundaries', 'Ġmortal', 'Ġlaw', 'Ġordinary', 'Ġreach', 'Ġrealm', 'Ġunderstanding', 'Ġrealms', 'Ġreaches', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","[-0.5158913731575012, -2.2346413135528564, -2.279282808303833, -2.904282808303833, -3.2391045093536377, -3.506963014602661, -3.715296983718872, -3.975713014602661, -4.13196325302124, -4.556069850921631, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
331,315,Ġof,-0.16776350140571594,0.16776350140571594,0.4303446412086487,0.6911075115203857,"[315, 1990, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['Ġof', 'Ġbetween', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.16776353120803833, -1.8679091930389404, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
332,8903,Ġreality,-0.10344846546649933,0.10344846546649933,0.3670847415924072,0.8207919001579285,"[8903, 49972, 892, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]","['Ġreality', 'Ġmortal', 'Ġtime', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O']","[-0.10344846546649933, -2.5141634941101074, -4.054341793060303, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
333,13,.,-0.8220773339271545,0.8220773339271545,1.0649648904800415,0.10824492573738098,"[13, 5196, 382, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['.', 'Ġitself', '.ĊĊ', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.8220773339271545, -1.1048132181167603, -1.4731183052062988, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
334,58801,ĠSuddenly,-4.671516418457031,4.671516418457031,1.0651183128356934,0.6367831230163574,"[3161, 6385, 1628, 4815, 578, 15013, 36007, 58801, 2057, 55006, 3005, 1789, 2030, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]","['ĠWith', 'ĠHer', 'ĠAnd', 'ĠĊĊ', 'ĠThe', 'ĠLittle', 'ĠDetermin', 'ĠSuddenly', 'ĠTo', 'ĠSummon', 'ĠShe', 'ĠFor', 'ĠBut', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E']","[-0.296516478061676, -2.2384817600250244, -2.9974100589752197, -4.124641418457031, -4.306934356689453, -4.336694717407227, -4.671516418457031, -4.671516418457031, -4.716159820556641, -4.783124923706055, -4.846368789672852, -4.91705322265625, -5.095624923706055, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
335,11,",",0.0,-0.0,-0.0,1.0,"[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]","[',', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
336,279,Ġthe,-0.47479450702667236,0.47479450702667236,1.1704274415969849,0.5032110810279846,"[279, 1077, 16333, 1364, 4395, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]","['Ġthe', 'Ġher', 'ĠLy', 'Ġshe', 'Ġeverything', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M']","[-0.47479450702667236, -2.1302988529205322, -2.1675033569335938, -2.3721163272857666, -2.9673538208007812, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
337,3363,Ġcity,-4.497772693634033,4.497772693634033,3.040367841720581,0.12348068505525589,"[89248, 1633, 45259, 3805, 4339, 1584, 19664, 1847, 35612, 14774, 14906, 4553, 3131, 18266, 5238, 23490, 59355, 38678, 3363, 29447, 14708, 27394, 10160, 6118, 4617, 58366, 16036, 5213, 5554, 8761, 97383, 1853, 24632, 21847, 259, 11537, 1917, 69782, 3130, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Ġwhispers', 'Ġvery', 'Ġdetective', 'Ġair', 'Ġwords', 'Ġline', 'Ġordinary', 'Ġgame', 'Ġshadows', 'Ġcrypt', 'Ġthreads', 'Ġentire', 'Ġonce', 'Ġmoon', 'Ġlines', 'Ġseemingly', 'Ġveil', 'Ġfaint', 'Ġcity', 'Ġflick', 'Ġstreets', 'Ġdarkness', 'Ġwind', 'Ġusually', 'Ġthread', 'Ġwhispered', 'Ġurban', 'Ġdim', 'Ġsil', 'Ġstreet', 'Ġeerie', 'Ġpath', 'Ġmagical', 'Ġsilence', 'Ġt', 'Ġfamiliar', 'Ġworld', 'Ġmundane', 'Ġroom', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+']","[-1.5327421426773071, -2.3809571266174316, -2.4814019203186035, -2.593010663986206, -2.9501519203186035, -3.1175639629364014, -3.2068488597869873, -3.3184571266174316, -3.493307590484619, -3.521210193634033, -3.6142163276672363, -3.7537238597869873, -3.7983670234680176, -3.893233060836792, -4.401045322418213, -4.423367023468018, -4.479170322418213, -4.49033260345459, -4.497772693634033, -4.579617023468018, -4.609379291534424, -4.618679523468018, -4.735867023468018, -4.847474575042725, -4.869795322418213, -4.906998157501221, -4.914438724517822, -4.925599575042725, -4.925599575042725, -4.925599575042725, -4.925599575042725, -4.936760425567627, -4.959081172943115, -5.003724575042725, -5.081849575042725, -5.081849575042725, -5.130213260650635, -5.13765287399292, -5.193456172943115, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
338,75803,Ġplunged,-4.178321838378906,4.178321838378906,1.4686428308486938,0.3466133773326874,"[2212, 13001, 596, 24411, 58618, 5196, 75803, 15746, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]","['Ġaround', 'Ġlights', ""'s"", 'Ġtransformed', 'scape', 'Ġitself', 'Ġplunged', 'Ġwatched', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']","[-0.6626969575881958, -1.7787686586380005, -1.923858880996704, -2.6939470767974854, -3.1403753757476807, -3.5310003757476807, -4.178321838378906, -4.256446838378906, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
339,1139,Ġinto,0.0,-0.0,-0.0,1.0,"[1139, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġinto', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
340,28013,Ġchaos,0.0,-0.0,-0.0,1.0,"[28013, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġchaos', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
